TokenID,Price
2264,3.3166666666666664
4514,8.474
7157,10.26
7451,3.95
5272,6.5600499999999995
3678,6.593333333333334
4606,3.9174999999999995
6636,5.4945
4624,5.473333333333333
73,7.246666666666667
330,4.8199
9559,4.7
7251,35.0
6150,4.43975
5022,5.0685
5844,6.179749999999999
7082,5.0
3149,5.5525
2220,2.99
6392,3.0149999999999997
9288,3.983333333333334
1483,2.2095000000000002
9247,5.29625
9831,4.95
135,4.9225
3789,4.375
8740,6.93
9458,7.354425
6194,24.0
2616,5.25
6002,6.7995
5592,8.4
6837,9.633333333333335
6452,3.66
7562,6.42
5606,11.044
851,6.6850000000000005
2884,3.805
4505,6.68
7619,5.871725
727,9.0
9645,4.2
5082,5.44
6848,6.316666666666666
5091,8.351833333333333
6336,3.4
1185,6.859999999999999
3421,4.09
5757,9.89
318,3.5
4789,3.85
5253,7.199999999999999
6677,6.4
2844,4.0
3875,4.05
8529,7.6
535,7.045
8847,4.098257621643448
7216,5.1
1811,7.275999999999999
2602,4.45
5982,7.064000000000002
5677,3.1
9861,3.7750000000000004
2339,4.566666666666666
6944,5.133333333333334
2300,3.5
1488,6.8
886,14.0
1562,3.69
450,4.075
8413,5.379993470616047
3584,7.550000000000001
2630,7.091666666666666
8410,4.55
2255,4.4495000000000005
4498,6.775
7778,3.3
9885,5.446
5378,6.955
7684,7.7798
4558,8.188333333333334
2101,8.325633333333334
9437,3.5
3110,3.44
2493,3.99
1482,8.685
1479,5.2
9450,7.26
512,7.953333333333333
2873,3.95
929,7.245
4411,3.35
8698,3.3
2041,7.409175
9793,5.8
5238,9.2018
5016,6.1739999999999995
5059,11.2
5930,3.69
6504,9.370000000000001
4610,4.87
8912,6.245
6782,5.109999999999999
1264,8.123999999999999
6469,3.66
5224,3.39
3209,3.7833333333333337
8379,4.4075
5406,5.215
6018,5.0
8391,8.0
5928,6.569999999999999
6415,3.38
6343,5.056666666666667
5026,5.996316666666668
9624,7.010000000000001
4004,4.6
1287,4.0
4191,4.2069
884,8.598333333333334
9573,4.0
4055,3.9638
2461,7.425
9583,8.7908625
5560,3.99
8099,5.322499999999999
9647,7.15
1229,7.1325
9782,3.773333333333333
7048,7.710000000000001
7454,8.359979999999998
1457,7.206666666666667
6259,8.75
