TokenID,Price
1430,5.9125
845,2.435
1431,2.6
1362,2.885
2442,6.45
1419,6.45
2446,1.85
869,1.5
1422,12.0425
2443,1.85
2324,1.8
1429,2.0
2307,4.2725
1508,1.9
1436,6.996666666666667
828,10.5
2260,2.0
2306,10.37
636,5.56
2451,22.94633333333333
1977,2.275
2303,9.542857142857143
966,14.6225
2447,8.313
2305,7.225
844,5.97
4677,6.125
2448,1.64
1978,4.8
1438,6.9975000000000005
4113,5.066666666666666
2976,1.77
2961,6.175
1976,2.125
4989,6.033333333333334
2622,14.319999999999999
2304,10.775
3156,4.87
1507,7.45
843,4.89
2986,10.659166666666666
2218,2.6833333333333336
4114,2.2595
4112,2.285
2450,6.223333333333334
2445,2.5494000000000003
4795,10.9125
817,1.799
4886,11.60225
1414,16.0
2375,2.0250000000000004
4796,2.4595000000000002
4888,4.8
1455,6.266666666666667
1427,2.325
2323,2.95
2960,12.325
5012,1.69
698,2.5945
4794,1.7
1453,10.70857142857143
4116,6.365
3305,1.78
6241,13.638333333333334
4115,6.365
4448,6.891500000000001
5974,2.005
635,10.424999999999999
5608,9.276
4897,2.0549999999999997
6175,1.7
5305,2.35
4618,2.035
6787,1.645
3602,27.95
7173,1.68
5501,4.095
6180,6.186
1071,1.65
4889,5.6875
5975,4.8100000000000005
7444,1.6
5913,10.24
6788,1.9166666666666667
3739,9.9875
4560,2.0435
5910,1.72
4619,9.145999999999999
6786,15.75
3992,10.607999999999999
6785,2.575
6070,0.0
5405,7.953
2466,6.9
6392,17.970000000000002
6267,10.828
8235,65.12666666666667
5976,3.6526666666666663
4211,9.096666666666666
3099,4.596666666666667
2640,16.131999999999998
5977,9.829833333333333
7424,17.19666666666667
6261,7.95
4617,6.126333333333332
2639,1.69
4895,13.85
952,4.629333333333333
6060,34.144999999999996
2638,5.703333333333333
870,1.725
6925,8.801875
4970,2.0742333333333334
4462,2.995
5714,9.521799999999999
5814,4.316666666666666
2642,10.226666666666667
6784,8.275
5259,7.0225
4896,13.660000000000002
4887,1.7
4885,1.7
6265,13.052000000000001
703,9.125
4915,1.85
6684,9.2525
2564,2.1950000000000003
6176,3.1
5860,7.725
7663,5.95
6711,1.6
6111,8.235
6256,8.67
4446,8.2775
6792,1.55
6177,16.85
6793,7.11245
6255,6.396666666666666
5954,5.05
7313,7.416666666666667
6059,6.87
8833,1.56
1460,9.790000000000001
1504,8.92
6741,4.67498
2641,5.19
6791,1.55
5243,13.17
5565,6.845
6282,1.65
5957,3.733333333333333
8288,2.38
6281,2.0975
7423,8.809999999999999
5909,43.36
6254,1.5
5911,20.785
2406,8.127500000000001
2372,2.135
6145,2.2352000000000003
4172,1.8
7158,6.75
8232,5.066666666666666
6731,6.0094
7519,5.45
2320,19.0597
4852,1.6994
3652,5.2
4465,6.8818
6732,7.4879999999999995
6288,7.4399999999999995
6264,2.833
6520,2.46725
4504,10.7
5636,1.75
4464,8.242
6068,13.841666666666667
3656,28.439999999999998
6147,8.38
2395,0.0
2579,7.342499999999999
6268,1.666
7439,8.983749999999999
6148,9.866666666666667
6843,13.77
6266,7.6819999999999995
4479,6.3194
818,3.4233333333333333
3991,26.0
2362,1.75
4194,2.0549999999999997
5262,7.553333333333334
5912,1.72
6168,50.825
6178,2.9
5630,7.597425
5988,8.446000000000002
6146,1.65
5982,6.733333333333333
7628,5.05976
5522,6.84
6287,7.546666666666667
6398,6.666666666666667
6252,11.85
5986,6.295
5404,2.2345
6799,1.8
