TokenID,Price
741,45.0
4666,49.8
9911,54.75
5071,102.44833333333334
203,43.633
9907,39.5
4912,47.0
4422,49.1
4684,44.975
5343,82.33333333333333
8625,55.11
3197,57.5
50,90.0
7392,116.0
9062,45.0
6633,127.995
9634,50.0
9009,40.1
1891,57.0
4216,67.345
1536,155.32999999999998
8179,0.0
3083,0.0
9773,53.345
9550,44.9
7685,99.56333333333333
309,59.0
5325,98.0
6569,67.275
4627,47.852500000000006
5315,65.5
8207,0.0
7919,37.99
6740,185.0
992,42.0
7691,55.0
4115,48.0
5012,40.0
4366,46.65
5791,41.495000000000005
7503,42.5
4612,117.34833
5833,40.0
2507,58.0
7437,75.62666666666667
4296,66.0
7604,56.425
9416,42.75
6852,42.5
3521,49.221954756569964
3812,48.0
3216,50.0
157,46.394999999999996
5801,40.5
5554,71.0
6737,44.99
4199,37.5
1564,47.25
9752,49.06666666666666
1880,51.8
1955,38.0
8903,37.5
3141,36.99
6695,67.945
3084,66.17
690,56.0
9485,41.25
6496,39.4
1137,55.345
2408,41.6225
529,102.475
4259,41.7
9441,40.85
8276,39.0
4913,82.0
1703,47.42
1215,66.345
5314,44.0
7888,56.339999999999996
5014,38.0
7090,600.0
801,39.5
2781,43.0
8310,62.1
8063,39.888
601,41.0
7898,57.65
7104,42.0
8214,41.0
4877,53.0
8229,42.0
7703,83.5
1725,225.0
167,70.38775
2471,38.888
959,60.0
9415,54.17999999999999
789,54.0
2550,120.0
2765,54.37
99,40.75
1257,85.125
8428,60.285
2839,101.5
7370,44.995000000000005
71,79.33333333333333
1953,41.5725
844,44.63333333333333
1344,65.19333333333334
8901,42.5
6364,45.0
2915,38.40975
9670,54.629999999999995
7130,68.88
8658,47.899
7574,43.9
3133,48.5
3379,54.0
8006,75.33333333333333
6416,54.0
1080,44.985
652,97.0
6862,43.9
8444,43.0
7007,0.0
2336,44.0
3806,34.575
2135,40.0
7112,41.98
7672,54.5
7688,42.0
51,86.165
5391,60.25
1466,0.0
3322,71.94
6681,46.166666666666664
9214,74.46333333333332
9985,57.5
9946,94.16333333333334
9703,81.53
9193,37.9
664,58.445
3991,64.19345
1186,59.0
2160,46.34
1113,70.83333333333333
9212,103.1725
442,70.63333333333334
4571,38.34586216881425
8660,68.5
1960,40.75
3055,39.3
6811,77.0
4854,77.7777
2625,38.0
1899,95.63
9363,66.5
5267,119.8
6996,42.99
7959,37.093999999999994
1364,58.57560000000001
8148,107.28333333333335
4444,71.5
4083,113.96333333333332
2130,250.0
5212,33.64
6595,34.0
1042,34.95
2642,0.0
8417,44.0
9379,33.75
2199,32.0
7247,57.26266666666667
951,48.81
2583,36.49
1134,44.49
1422,36.0
3599,41.5
6975,38.88
9284,40.1333
192,113.99
8484,53.583333333333336
3980,39.896376625
5834,39.0
4502,112.5
3368,29.5
9677,48.5
3490,49.75
3217,7445.896000000001
9391,35.9
3302,38.45
5370,45.0
302,43.995000000000005
3613,71.20303333333334
9196,34.0
7440,70.36833333333334
1413,41.995000000000005
2389,59.5
8862,38.0
2967,77.10833333333333
9014,39.0
1266,36.9693
5461,37.0
8498,44.275
1402,37.8
8430,50.080000000000005
6652,39.69
4063,47.495000000000005
5237,45.835533502434686
3207,42.89
5736,47.5
6868,56.99666666666667
9090,71.0
